"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"397","ETV5",NA,"ENSG00000244405","CE133","chr3:186081176-186105304","chr3:186103669-186104572","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:186104573-186105304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0,0,0,0,0,43.9,46.2,46.9,65.9,38.9,1.2,43.9,0,0,0,0,46.2,50.6,65.9,38.9,"1.2",65.9,64.7,"10pct","TDPKDonly"
"398","ETV5",NA,"ENSG00000244405","CE133","chr3:186081176-186105304","chr3:186103669-186104572","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:186104573-186105304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0,0,0,0,0,43.9,46.2,46.9,65.9,38.9,1.2,43.9,0,0,0,0,46.2,50.6,65.9,38.9,"1.2",65.9,64.7,"5pct","TDPKDonly"
"399","ETV5",NA,"ENSG00000244405","CE133","chr3:186081176-186105304","chr3:186103669-186104572","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:186104573-186105304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0,0,0,0,0,43.9,46.2,46.9,65.9,38.9,1.2,43.9,0,0,0,0,46.2,50.6,65.9,38.9,"1.2",65.9,64.7,"1pct","TDPKDonly"
"400","EXD3",NA,"ENSG00000187609","CE134","chr9:137356369-137366492","chr9:137365127-137366156","1030","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:137356369-137365126","chr9:137366157-137366492",7.7,14.3,7.7,12.5,9.1,0,100,11.1,76.5,75,75,7.7,7.7,20,6.7,7,14.3,100,46.7,85.2,84.4,77.8,7.4,100,11,10.5,9.6,8.1,28.9,79,79.7,76.4,"11",100,89,"10pct","TDPKDonly"
"401","EXD3",NA,"ENSG00000187609","CE134","chr9:137356369-137366492","chr9:137365127-137366156","1030","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:137356369-137365126","chr9:137366157-137366492",7.7,14.3,7.7,12.5,9.1,0,100,11.1,76.5,75,75,7.7,7.7,20,6.7,7,14.3,100,46.7,85.2,84.4,77.8,7.4,100,11,10.5,9.6,8.1,28.9,79,79.7,76.4,"11",100,89,"5pct","TDPKDonly"
"402","EXD3",NA,"ENSG00000187609","CE134","chr9:137356369-137366492","chr9:137365127-137366156","1030","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:137356369-137365126","chr9:137366157-137366492",7.7,14.3,7.7,12.5,9.1,0,100,11.1,76.5,75,75,7.7,7.7,20,6.7,7,14.3,100,46.7,85.2,84.4,77.8,7.4,100,11,10.5,9.6,8.1,28.9,79,79.7,76.4,"11",100,89,"1pct","TDPKDonly"
"403","EXOG",NA,"ENSG00000157036","CE135","chr3:38506969-38523900","chr3:38513750-38513868","119","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:38506969-38513749","chr3:38513869-38523900",1.3,1.8,2.8,4.7,4.2,0,0,19.4,3.1,2.5,15.4,1.3,8.3,2.8,3.2,8.1,7.3,0,21.6,8.7,8.2,10.2,2.5,0,5.1,4.3,4,6.2,20.5,8,5.3,12.8,"6.2",20.5,14.3,"10pct","NMDi"
"404","EXOG",NA,"ENSG00000157036","CE135","chr3:38506969-38523900","chr3:38513750-38513868","119","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:38506969-38513749","chr3:38513869-38523900",1.3,1.8,2.8,4.7,4.2,0,0,19.4,3.1,2.5,15.4,1.3,8.3,2.8,3.2,8.1,7.3,0,21.6,8.7,8.2,10.2,2.5,0,5.1,4.3,4,6.2,20.5,8,5.3,12.8,"6.2",20.5,14.3,"5pct","NMDi"
"405","EXOG",NA,"ENSG00000157036","CE135","chr3:38506969-38523900","chr3:38513750-38513868","119","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:38506969-38513749","chr3:38513869-38523900",1.3,1.8,2.8,4.7,4.2,0,0,19.4,3.1,2.5,15.4,1.3,8.3,2.8,3.2,8.1,7.3,0,21.6,8.7,8.2,10.2,2.5,0,5.1,4.3,4,6.2,20.5,8,5.3,12.8,"6.2",20.5,14.3,"1pct","NMDi"
"406","FAM114A2",NA,"ENSG00000055147","CE136","chr5:154034968-154038292","chr5:154037368-154037455","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:154034968-154037367","chr5:154037456-154038292",0,0,0,0,12.5,0,23.5,69,50,37.5,60.6,0,10,0,0,12.5,0,31.6,70.5,33.3,28.6,69.8,0,27.6,5,4.2,0,12.5,69.8,46.6,33,65.2,"12.5",69.8,57.3,"10pct","TDPKDonly"
"407","FAM114A2",NA,"ENSG00000055147","CE136","chr5:154034968-154038292","chr5:154037368-154037455","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:154034968-154037367","chr5:154037456-154038292",0,0,0,0,12.5,0,23.5,69,50,37.5,60.6,0,10,0,0,12.5,0,31.6,70.5,33.3,28.6,69.8,0,27.6,5,4.2,0,12.5,69.8,46.6,33,65.2,"12.5",69.8,57.3,"5pct","TDPKDonly"
"408","FAM114A2",NA,"ENSG00000055147","CE136","chr5:154034968-154038292","chr5:154037368-154037455","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:154034968-154037367","chr5:154037456-154038292",0,0,0,0,12.5,0,23.5,69,50,37.5,60.6,0,10,0,0,12.5,0,31.6,70.5,33.3,28.6,69.8,0,27.6,5,4.2,0,12.5,69.8,46.6,33,65.2,"12.5",69.8,57.3,"1pct","TDPKDonly"
"409","FAM66C",NA,"ENSG00000226711","CE137","chr12:8188646-8194202","chr12:8193520-8193655","136","AG/GT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr12:8188646-8193519","chr12:8193656-8194202",8.5,23.9,7.7,19.2,20,0,95.8,100,77.4,84.2,73.3,7.1,10.3,6.2,6.3,13.5,0,97.4,100,87.5,93.5,93.7,3.9,96.6,17.1,12.2,12.8,16.8,100,84.9,88.8,83.5,"17.1",100,82.9,"10pct","TDPKDonly"
"410","FAM66C",NA,"ENSG00000226711","CE137","chr12:8188646-8194202","chr12:8193520-8193655","136","AG/GT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr12:8188646-8193519","chr12:8193656-8194202",8.5,23.9,7.7,19.2,20,0,95.8,100,77.4,84.2,73.3,7.1,10.3,6.2,6.3,13.5,0,97.4,100,87.5,93.5,93.7,3.9,96.6,17.1,12.2,12.8,16.8,100,84.9,88.8,83.5,"17.1",100,82.9,"5pct","TDPKDonly"
"411","FAM66C",NA,"ENSG00000226711","CE137","chr12:8188646-8194202","chr12:8193520-8193655","136","AG/GT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr12:8188646-8193519","chr12:8193656-8194202",8.5,23.9,7.7,19.2,20,0,95.8,100,77.4,84.2,73.3,7.1,10.3,6.2,6.3,13.5,0,97.4,100,87.5,93.5,93.7,3.9,96.6,17.1,12.2,12.8,16.8,100,84.9,88.8,83.5,"17.1",100,82.9,"1pct","TDPKDonly"
"412","FAM66D",NA,"ENSG00000255052","CE138","chr8:12122051-12145422","chr8:12144740-12144875","136","AG/GT","cassette","Y","Y",NA,NA,NA,NA,NA,NA,"chr8:12122051-12144739","chr8:12144876-12145422",0,44.4,0,0,28.6,0,90,100,83.3,77.8,85.7,18.2,28.6,0,16.7,28.6,0,91.7,100,66.7,77.8,75,4.5,90.8,36.5,12.3,8.3,28.6,100,77.7,77.8,80.3,"36.5",100,63.5,"10pct","TDPKDonly"
"413","FAM66D",NA,"ENSG00000255052","CE138","chr8:12122051-12145422","chr8:12144740-12144875","136","AG/GT","cassette","Y","Y",NA,NA,NA,NA,NA,NA,"chr8:12122051-12144739","chr8:12144876-12145422",0,44.4,0,0,28.6,0,90,100,83.3,77.8,85.7,18.2,28.6,0,16.7,28.6,0,91.7,100,66.7,77.8,75,4.5,90.8,36.5,12.3,8.3,28.6,100,77.7,77.8,80.3,"36.5",100,63.5,"5pct","TDPKDonly"
"414","FAM66D",NA,"ENSG00000255052","CE138","chr8:12122051-12145422","chr8:12144740-12144875","136","AG/GT","cassette","Y","Y",NA,NA,NA,NA,NA,NA,"chr8:12122051-12144739","chr8:12144876-12145422",0,44.4,0,0,28.6,0,90,100,83.3,77.8,85.7,18.2,28.6,0,16.7,28.6,0,91.7,100,66.7,77.8,75,4.5,90.8,36.5,12.3,8.3,28.6,100,77.7,77.8,80.3,"36.5",100,63.5,"1pct","TDPKDonly"
"415","FAM81A",NA,"ENSG00000157470","CE139","chr15:59438283-59458549","chr15:59439024-59439064","41","AG/GT","cassette",NA,NA,NA,NA,"Y",NA,NA,NA,"chr15:59438283-59439023","chr15:59439065-59458549",26.7,13.8,11.1,8.2,4.7,37.5,65.9,94.3,55,60,79.7,0,0,0,0,0,0,51.6,85.3,43.8,39.1,59.4,16,58.8,6.9,4,4.1,2.4,89.8,56.2,49.5,69.6,"16",89.8,73.8,"10pct","TDPKDonly"
"416","FAM81A",NA,"ENSG00000157470","CE139","chr15:59438283-59458549","chr15:59439024-59439064","41","AG/GT","cassette",NA,NA,NA,NA,"Y",NA,NA,NA,"chr15:59438283-59439023","chr15:59439065-59458549",26.7,13.8,11.1,8.2,4.7,37.5,65.9,94.3,55,60,79.7,0,0,0,0,0,0,51.6,85.3,43.8,39.1,59.4,16,58.8,6.9,4,4.1,2.4,89.8,56.2,49.5,69.6,"16",89.8,73.8,"5pct","TDPKDonly"
"417","FAM81A",NA,"ENSG00000157470","CE139","chr15:59438283-59458549","chr15:59439024-59439064","41","AG/GT","cassette",NA,NA,NA,NA,"Y",NA,NA,NA,"chr15:59438283-59439023","chr15:59439065-59458549",26.7,13.8,11.1,8.2,4.7,37.5,65.9,94.3,55,60,79.7,0,0,0,0,0,0,51.6,85.3,43.8,39.1,59.4,16,58.8,6.9,4,4.1,2.4,89.8,56.2,49.5,69.6,"16",89.8,73.8,"1pct","TDPKDonly"
"418","FBN3","1","ENSG00000142449","CE140","chr19:8083373-8085362","chr19:8084235-8084411","177","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8083373-8084234","chr19:8084412-8085362",0,0,0,0,0,0,83.3,100,73.3,66.7,78.9,0,0,0,0,0,0,71.4,100,84.6,57.1,77.8,0,77.3,0,0,0,0,100,73.1,61.9,78.3,"0",100,100,"10pct","TDPKDonly"
"419","FBN3","1","ENSG00000142449","CE140","chr19:8083373-8085362","chr19:8084235-8084411","177","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8083373-8084234","chr19:8084412-8085362",0,0,0,0,0,0,83.3,100,73.3,66.7,78.9,0,0,0,0,0,0,71.4,100,84.6,57.1,77.8,0,77.3,0,0,0,0,100,73.1,61.9,78.3,"0",100,100,"5pct","TDPKDonly"
"420","FBN3","1","ENSG00000142449","CE140","chr19:8083373-8085362","chr19:8084235-8084411","177","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8083373-8084234","chr19:8084412-8085362",0,0,0,0,0,0,83.3,100,73.3,66.7,78.9,0,0,0,0,0,0,71.4,100,84.6,57.1,77.8,0,77.3,0,0,0,0,100,73.1,61.9,78.3,"0",100,100,"1pct","TDPKDonly"
"421","FBN3","2","ENSG00000142449","CE141","chr19:8117590-8118896","chr19:8118351-8118456","106","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8117590-8118350","chr19:8118457-8118896",0,0,0,0,0,0,75,100,0,57.1,88.2,0,0,0,4,0,0,75,100,0,0,81.8,0,75,0,0.7,2,0,100,37.9,28.6,85,"2",100,98,"10pct","TDPKDonly"
"422","FBN3","2","ENSG00000142449","CE141","chr19:8117590-8118896","chr19:8118351-8118456","106","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8117590-8118350","chr19:8118457-8118896",0,0,0,0,0,0,75,100,0,57.1,88.2,0,0,0,4,0,0,75,100,0,0,81.8,0,75,0,0.7,2,0,100,37.9,28.6,85,"2",100,98,"5pct","TDPKDonly"
"423","FBN3","2","ENSG00000142449","CE141","chr19:8117590-8118896","chr19:8118351-8118456","106","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:8117590-8118350","chr19:8118457-8118896",0,0,0,0,0,0,75,100,0,57.1,88.2,0,0,0,4,0,0,75,100,0,0,81.8,0,75,0,0.7,2,0,100,37.9,28.6,85,"2",100,98,"1pct","TDPKDonly"
"424","FEZ1",NA,"ENSG00000149557","CE142","chr11:125489823-125496120","chr11:125495836-125496120","-","AC/-","exon ext.",NA,NA,NA,NA,"Y",NA,NA,NA,"chr11:125489823-125495835",NA,1.6,2.9,1.9,3.6,3,4.2,32.2,38.2,34.6,31.8,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,32.2,2.9,2.8,3.6,3,38.2,34.3,31.8,36.6,"3.6",38.2,34.6,"10pct","TDPKDonly"
"425","FEZ1",NA,"ENSG00000149557","CE142","chr11:125489823-125496120","chr11:125495836-125496120","-","AC/-","exon ext.",NA,NA,NA,NA,"Y",NA,NA,NA,"chr11:125489823-125495835",NA,1.6,2.9,1.9,3.6,3,4.2,32.2,38.2,34.6,31.8,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,32.2,2.9,2.8,3.6,3,38.2,34.3,31.8,36.6,"3.6",38.2,34.6,"5pct","TDPKDonly"
"426","FEZ1",NA,"ENSG00000149557","CE142","chr11:125489823-125496120","chr11:125495836-125496120","-","AC/-","exon ext.",NA,NA,NA,NA,"Y",NA,NA,NA,"chr11:125489823-125495835",NA,1.6,2.9,1.9,3.6,3,4.2,32.2,38.2,34.6,31.8,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,32.2,2.9,2.8,3.6,3,38.2,34.3,31.8,36.6,"3.6",38.2,34.6,"1pct","TDPKDonly"
"427","FH",NA,"ENSG00000091483","CE143","chr1:241508786-241511966","chr1:241509925-241509971","47","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241508786-241509924","chr1:241509972-241511966",0,0.5,0,0,0,0,3.1,16.7,8.1,4,40.9,0,0,0,0,0,0,0.8,12.4,4,1.8,35.5,0,2,0.2,0,0,0,14.6,15.7,2.9,38.2,"0.2",38.2,38,"10pct","NMDi"
"428","FH",NA,"ENSG00000091483","CE143","chr1:241508786-241511966","chr1:241509925-241509971","47","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241508786-241509924","chr1:241509972-241511966",0,0.5,0,0,0,0,3.1,16.7,8.1,4,40.9,0,0,0,0,0,0,0.8,12.4,4,1.8,35.5,0,2,0.2,0,0,0,14.6,15.7,2.9,38.2,"0.2",38.2,38,"5pct","NMDi"
"429","FH",NA,"ENSG00000091483","CE143","chr1:241508786-241511966","chr1:241509925-241509971","47","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241508786-241509924","chr1:241509972-241511966",0,0.5,0,0,0,0,3.1,16.7,8.1,4,40.9,0,0,0,0,0,0,0.8,12.4,4,1.8,35.5,0,2,0.2,0,0,0,14.6,15.7,2.9,38.2,"0.2",38.2,38,"1pct","TDPKDonly"
"430","FNIP2",NA,"ENSG00000052795","CE144","chr4:158829226-158831860","chr4:158830449-158830602","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:158830603-158831860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,1.2,0.6,1.2,0,2,16.9,1.9,10.7,15.7,0,2,2.4,1,0.6,1.2,16.9,9.4,10.7,15.7,"2.4",16.9,14.5,"10pct","NMDi"
"431","FNIP2",NA,"ENSG00000052795","CE144","chr4:158829226-158831860","chr4:158830449-158830602","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:158830603-158831860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,1.2,0.6,1.2,0,2,16.9,1.9,10.7,15.7,0,2,2.4,1,0.6,1.2,16.9,9.4,10.7,15.7,"2.4",16.9,14.5,"5pct","NMDi"
"432","FNIP2",NA,"ENSG00000052795","CE144","chr4:158829226-158831860","chr4:158830449-158830602","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:158830603-158831860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,1.2,0.6,1.2,0,2,16.9,1.9,10.7,15.7,0,2,2.4,1,0.6,1.2,16.9,9.4,10.7,15.7,"2.4",16.9,14.5,"1pct","TDPKDonly"
"433","FOCAD",NA,"ENSG00000188352","CE145","chr9:20770239-20778680","chr9:20773784-20773947","164","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:20770239-20773783","chr9:20773948-20778680",1.5,4.3,2.8,4.3,3.2,0,8.9,19.4,10,8,26,1.5,2.9,4.8,0,2.2,0,0,25,12.2,16.4,15.4,0.8,4.4,3.6,2.9,2.1,2.7,22.2,14.7,12.2,20.7,"3.6",22.2,18.6,"10pct","NMDi"
"434","FOCAD",NA,"ENSG00000188352","CE145","chr9:20770239-20778680","chr9:20773784-20773947","164","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:20770239-20773783","chr9:20773948-20778680",1.5,4.3,2.8,4.3,3.2,0,8.9,19.4,10,8,26,1.5,2.9,4.8,0,2.2,0,0,25,12.2,16.4,15.4,0.8,4.4,3.6,2.9,2.1,2.7,22.2,14.7,12.2,20.7,"3.6",22.2,18.6,"5pct","NMDi"
"435","FOCAD",NA,"ENSG00000188352","CE145","chr9:20770239-20778680","chr9:20773784-20773947","164","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:20770239-20773783","chr9:20773948-20778680",1.5,4.3,2.8,4.3,3.2,0,8.9,19.4,10,8,26,1.5,2.9,4.8,0,2.2,0,0,25,12.2,16.4,15.4,0.8,4.4,3.6,2.9,2.1,2.7,22.2,14.7,12.2,20.7,"3.6",22.2,18.6,"1pct","TDPKDonly"
"436","FOXK1",NA,"ENSG00000164916","CE146","chr7:4682869-4740837","chr7:4737318-4737421","104","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:4682869-4737317","chr7:4737422-4740837",0,0,0,0,0,0,0,39.4,14.8,42.3,30.8,0,0,0,0,0,0,7.5,41.2,42.5,54.5,43.8,0,3.8,0,0,0,0,40.3,38.1,48.4,37.3,"0",48.4,48.4,"10pct","NMDi"
"437","FOXK1",NA,"ENSG00000164916","CE146","chr7:4682869-4740837","chr7:4737318-4737421","104","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:4682869-4737317","chr7:4737422-4740837",0,0,0,0,0,0,0,39.4,14.8,42.3,30.8,0,0,0,0,0,0,7.5,41.2,42.5,54.5,43.8,0,3.8,0,0,0,0,40.3,38.1,48.4,37.3,"0",48.4,48.4,"5pct","NMDi"
"438","FOXK1",NA,"ENSG00000164916","CE146","chr7:4682869-4740837","chr7:4737318-4737421","104","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:4682869-4737317","chr7:4737422-4740837",0,0,0,0,0,0,0,39.4,14.8,42.3,30.8,0,0,0,0,0,0,7.5,41.2,42.5,54.5,43.8,0,3.8,0,0,0,0,40.3,38.1,48.4,37.3,"0",48.4,48.4,"1pct","TDPKDonly"
"439","FOXN3",NA,"ENSG00000053254","CE147","chr14:89350809-89411933","chr14:89356668-89356808","141","AC/AT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:89350809-89356667","chr14:89356809-89411933",0,0,0,0,0,0,10.5,25.8,6.2,25.8,15.9,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,12.9,8,12.9,8,"0",12.9,12.9,"10pct","NMDi"
"440","FOXN3",NA,"ENSG00000053254","CE147","chr14:89350809-89411933","chr14:89356668-89356808","141","AC/AT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:89350809-89356667","chr14:89356809-89411933",0,0,0,0,0,0,10.5,25.8,6.2,25.8,15.9,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,12.9,8,12.9,8,"0",12.9,12.9,"5pct","TDPKDonly"
"441","FOXN3",NA,"ENSG00000053254","CE147","chr14:89350809-89411933","chr14:89356668-89356808","141","AC/AT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:89350809-89356667","chr14:89356809-89411933",0,0,0,0,0,0,10.5,25.8,6.2,25.8,15.9,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,12.9,8,12.9,8,"0",12.9,12.9,"1pct","TDPKDonly"
"442","FOXRED1",NA,"ENSG00000110074","CE148","chr11:126276220-126276393","chr11:126276220-126276246","-","-/GT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:126276247-126276393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.8,6,5.8,6.7,0,5.4,21.9,15.7,11.5,20.8,0.9,5.4,4.8,6.2,5.8,6.7,21.9,16,11.5,20.8,"6.7",21.9,15.2,"10pct","NMDi"
"443","FOXRED1",NA,"ENSG00000110074","CE148","chr11:126276220-126276393","chr11:126276220-126276246","-","-/GT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:126276247-126276393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.8,6,5.8,6.7,0,5.4,21.9,15.7,11.5,20.8,0.9,5.4,4.8,6.2,5.8,6.7,21.9,16,11.5,20.8,"6.7",21.9,15.2,"5pct","TDPKDonly"
"444","FOXRED1",NA,"ENSG00000110074","CE148","chr11:126276220-126276393","chr11:126276220-126276246","-","-/GT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:126276247-126276393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.8,6,5.8,6.7,0,5.4,21.9,15.7,11.5,20.8,0.9,5.4,4.8,6.2,5.8,6.7,21.9,16,11.5,20.8,"6.7",21.9,15.2,"1pct","TDPKDonly"
"445","FRMD4B",NA,"ENSG00000114541","CE149","chr3:69302436-69311262","chr3:69302436-69310517","-","-/CT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:69310518-69311262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,13.6,10.8,6.2,7,0,61.4,43.3,63.6,55.8,31.8,4.3,61.4,13.6,8,6.2,7,43.3,50.4,55.8,31.8,"13.6",61.4,47.8,"10pct","TDPKDonly"
"446","FRMD4B",NA,"ENSG00000114541","CE149","chr3:69302436-69311262","chr3:69302436-69310517","-","-/CT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:69310518-69311262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,13.6,10.8,6.2,7,0,61.4,43.3,63.6,55.8,31.8,4.3,61.4,13.6,8,6.2,7,43.3,50.4,55.8,31.8,"13.6",61.4,47.8,"5pct","TDPKDonly"
"447","FRMD4B",NA,"ENSG00000114541","CE149","chr3:69302436-69311262","chr3:69302436-69310517","-","-/CT","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:69310518-69311262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,13.6,10.8,6.2,7,0,61.4,43.3,63.6,55.8,31.8,4.3,61.4,13.6,8,6.2,7,43.3,50.4,55.8,31.8,"13.6",61.4,47.8,"1pct","TDPKDonly"
"448","FTO",NA,"ENSG00000140718","CE150","chr16:53810218-53825863","chr16:53814670-53814848","179","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:53810218-53814669","chr16:53814849-53825863",2.4,4.5,3.2,3.3,7,0,1.6,7.5,1,2.2,13.5,1.8,4.3,3,1.1,4.9,5.1,3.1,3.1,1,1.1,14.7,2.3,2.4,4.4,3.8,2.2,6,5.3,5.6,1.7,14.1,"6",14.1,8.1,"10pct","NMDi"
"449","FTO",NA,"ENSG00000140718","CE150","chr16:53810218-53825863","chr16:53814670-53814848","179","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:53810218-53814669","chr16:53814849-53825863",2.4,4.5,3.2,3.3,7,0,1.6,7.5,1,2.2,13.5,1.8,4.3,3,1.1,4.9,5.1,3.1,3.1,1,1.1,14.7,2.3,2.4,4.4,3.8,2.2,6,5.3,5.6,1.7,14.1,"6",14.1,8.1,"5pct","NMDi"
"450","FTO",NA,"ENSG00000140718","CE150","chr16:53810218-53825863","chr16:53814670-53814848","179","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:53810218-53814669","chr16:53814849-53825863",2.4,4.5,3.2,3.3,7,0,1.6,7.5,1,2.2,13.5,1.8,4.3,3,1.1,4.9,5.1,3.1,3.1,1,1.1,14.7,2.3,2.4,4.4,3.8,2.2,6,5.3,5.6,1.7,14.1,"6",14.1,8.1,"1pct","TDPKDonly"
"451","FUBP3",NA,"ENSG00000107164","CE151","chr9:130617896-130620353","chr9:130619327-130619388","62","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:130617896-130619326","chr9:130619389-130620353",0.5,0,0.8,0,0.9,0,4,17.3,4.9,5.6,18.6,0.5,0,0,0,0.4,0,4.5,21.1,3.5,6.2,21.8,0.2,4.2,0,0.4,0,0.7,19.2,10.1,5.9,20.2,"0.7",20.2,19.5,"10pct","NMDi"
"452","FUBP3",NA,"ENSG00000107164","CE151","chr9:130617896-130620353","chr9:130619327-130619388","62","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:130617896-130619326","chr9:130619389-130620353",0.5,0,0.8,0,0.9,0,4,17.3,4.9,5.6,18.6,0.5,0,0,0,0.4,0,4.5,21.1,3.5,6.2,21.8,0.2,4.2,0,0.4,0,0.7,19.2,10.1,5.9,20.2,"0.7",20.2,19.5,"5pct","NMDi"
"453","FUBP3",NA,"ENSG00000107164","CE151","chr9:130617896-130620353","chr9:130619327-130619388","62","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:130617896-130619326","chr9:130619389-130620353",0.5,0,0.8,0,0.9,0,4,17.3,4.9,5.6,18.6,0.5,0,0,0,0.4,0,4.5,21.1,3.5,6.2,21.8,0.2,4.2,0,0.4,0,0.7,19.2,10.1,5.9,20.2,"0.7",20.2,19.5,"1pct","TDPKDonly"
